dates,state,positivity_rate_cumulative,daily_positive_cases,daily_positivity_rate,daily_positive_cases_ma,daily_positivity_rate_ma,test_per_million
27 April,Maharashtra,7.006695788861195,140,0.01953125,552.0,552.0,935.0580741412449
28 April,Maharashtra,7.121538716630742,522,0.09537730677873196,559.1428571428571,559.1428571428571,979.5018967312823
29 April,Maharashtra,7.238630890418408,728,0.08981001727115717,584.1428571428571,584.1428571428571,1045.3271526996439
30 April,Maharashtra,7.306881660206052,597,0.08567738231917336,671.0,671.0,1101.911211864157
01 May,Maharashtra,7.282236974451821,583,0.06887182516243355,581.5714285714286,581.5714285714286,1170.651748722309
02 May,Maharashtra,7.615580633418275,1008,0.1455385503898354,669.8571428571429,669.8571428571429,1226.8947443843956
03 May,Maharashtra,7.696833882093719,790,0.09112931133925481,624.0,624.0,1297.2918753971917
04 May,Maharashtra,7.705465214344257,678,0.07865429234338747,700.8571428571429,700.8571428571429,1367.2910989904901
05 May,Maharashtra,8.29383480775483,1567,0.22550007195279897,850.1428571428571,850.1428571428571,1423.720867522953
06 May,Maharashtra,8.542141230068337,984,0.15319943951424567,886.7142857142857,886.7142857142857,1475.8792217155003
07 May,Maharashtra,8.856357678892294,1233,0.16497190259566497,977.5714285714286,977.5714285714286,1536.5722840282974
08 May,Maharashtra,8.965617003446779,1216,0.1080216754019721,1068.0,1068.0,1627.9854232382463
09 May,Maharashtra,9.070103818740662,1089,0.11230277405383109,1079.5714285714287,1079.5714285714287,1706.7304895009163
10 May,Maharashtra,8.969333640765505,1165,0.0758957654723127,1133.142857142857,1133.142857142857,1831.3810790783098
11 May,Maharashtra,10.689585864768814,3173,-0.4800302571860817,1489.5714285714287,1489.5714285714287,1777.7041802440053
12 May,Maharashtra,10.527523348509115,0,0.0,1265.7142857142858,1265.7142857142858,1805.0704660339609
13 May,Maharashtra,10.571667222075556,1026,0.11689643386122821,1271.7142857142858,1271.7142857142858,1876.3446174815688
14 May,Maharashtra,10.779185136517494,1495,0.15868803736333723,1309.142857142857,1309.142857142857,1952.84840929972
15 May,Maharashtra,10.970195059346826,1602,0.15380184331797234,1364.2857142857142,1364.2857142857142,2037.4321579015525
16 May,Maharashtra,11.11471840803621,1576,0.1443620042136118,1433.857142857143,1433.857142857143,2126.084306853761
17 May,Maharashtra,11.204933586337761,1606,0.13137014314928425,1496.857142857143,1496.857142857143,2225.3581477386883
18 May,Maharashtra,11.702786816174935,2347,0.2795045849708229,1378.857142857143,1378.857142857143,2293.5464865452923
19 May,Maharashtra,11.913467812092215,2005,0.16941275876637094,1665.2857142857142,1665.2857142857142,2389.6533091934
20 May,Maharashtra,12.075373534719626,2078,0.15667646837065521,1815.5714285714287,1815.5714285714287,2497.356290924017
21 May,Maharashtra,12.283344950784725,2161,0.17447117713547552,1910.7142857142858,1910.7142857142858,2597.93754190158
22 May,Maharashtra,12.50183885891674,2345,0.17811028406501594,2016.857142857143,2016.857142857143,2704.8528293527825
23 May,Maharashtra,12.776701477651805,2940,0.18554749132218365,2211.714285714286,2211.714285714286,2833.5230959230626
24 May,Maharashtra,12.983189809337771,2608,0.1793919383684138,2354.8571428571427,2354.8571428571427,2951.5797911202053
25 May,Maharashtra,13.247095744821129,3041,0.19350938593700287,2454.0,2454.0,3079.194384944879
26 May,Maharashtra,13.478197447518534,2436,0.21050812305565159,2515.5714285714284,2515.5714285714284,3173.1655004230283
27 May,Maharashtra,13.51982618142314,2091,0.1466030989272944,2517.4285714285716,2517.4285714285716,3288.9890417352344
28 May,Maharashtra,13.543794726415252,2190,0.141720054358377,2521.5714285714284,2521.5714285714284,3414.476048949531
29 May,Maharashtra,13.702438070254162,2598,0.18435992052228214,2557.714285714286,2557.714285714286,3528.9109745732853
30 May,Maharashtra,13.86971455062954,2682,0.190266742338252,2520.8571428571427,2520.8571428571427,3643.378382435366
31 May,Maharashtra,14.069783257804252,2940,0.20253513364563241,2568.285714285714,2568.285714285714,3761.2564253217142
01 June,Maharashtra,14.323247463712887,2487,0.27129922548270974,2489.1428571428573,2489.1428571428573,3835.697595006142
02 June,Maharashtra,14.442102049572593,2358,0.18954983922829582,2478.0,2478.0,3936.7173562011108
03 June,Maharashtra,14.50127061617363,2287,0.16580874356557673,2506.0,2506.0,4048.72423450997
04 June,Maharashtra,14.645808551931385,2560,0.20383788518194124,2558.8571428571427,2558.8571428571427,4150.710342295148
05 June,Maharashtra,14.845935702535487,2933,0.2279651795429815,2606.714285714286,2606.714285714286,4255.189461871873
06 June,Maharashtra,14.912204070935616,2436,0.17391304347826086,2571.5714285714284,2571.5714285714284,4368.9341399311925
30 January,Manipur,,,,,,
31 January,Manipur,,,,,,
01 February,Manipur,,,,,,
02 February,Manipur,,,,,,
03 February,Manipur,,,,,,
04 February,Manipur,,,,,,
05 February,Manipur,,,,,,
06 February,Manipur,,,,,,
07 February,Manipur,,,,,,
08 February,Manipur,,,,,,
09 February,Manipur,,,,,,
10 February,Manipur,,,,,,
11 February,Manipur,,,,,,
12 February,Manipur,,,,,,
13 February,Manipur,,,,,,
14 February,Manipur,,,,,,
15 February,Manipur,,,,,,
16 February,Manipur,,,,,,
17 February,Manipur,,,,,,
18 February,Manipur,,,,,,
19 February,Manipur,,,,,,
20 February,Manipur,,,,,,
21 February,Manipur,,,,,,
22 February,Manipur,,,,,,
23 February,Manipur,,,,,,
24 February,Manipur,,,,,,
25 February,Manipur,,,,,,
26 February,Manipur,,,,,,
27 February,Manipur,,,,,,
28 February,Manipur,,,,,,
29 February,Manipur,,,,,,
01 March,Manipur,,,,,,
02 March,Manipur,,,,,,
03 March,Manipur,,,,,,
04 March,Manipur,,,,,,
05 March,Manipur,,,,,,
06 March,Manipur,,,,,,
07 March,Manipur,,,,,,
08 March,Manipur,,,,,,
09 March,Manipur,,,,,,
10 March,Manipur,,,,,,
11 March,Manipur,,,,,,
12 March,Manipur,,,,,,
13 March,Manipur,,,,,,
14 March,Manipur,,,,,,
15 March,Manipur,,,,,,
16 March,Manipur,,,,,,
17 March,Manipur,,,,,,
18 March,Manipur,,,,,,
19 March,Manipur,,,,,,
20 March,Manipur,,,,,,
21 March,Manipur,,,,,,
22 March,Manipur,,,,,,
23 March,Manipur,,,,,,
24 March,Manipur,,,,,,
25 March,Manipur,,,,,,
26 March,Manipur,,,,,,
27 March,Manipur,,,,,,
28 March,Manipur,,,,,,
29 March,Manipur,,,,,,
30 March,Manipur,,,,,,
31 March,Manipur,,,,,,
01 April,Manipur,,,,,,
02 April,Manipur,,,,,,
03 April,Manipur,,,,,,
04 April,Manipur,,,,,,
05 April,Manipur,,,,,,
06 April,Manipur,,,,,,
07 April,Manipur,,,,,,
08 April,Manipur,,,,,,
09 April,Manipur,,,,,,
10 April,Manipur,,,,,,
11 April,Manipur,,,,,,
12 April,Manipur,,,,,,
13 April,Manipur,,,,,,
14 April,Manipur,,,,,,
15 April,Manipur,,,,,,
16 April,Manipur,,,,,,
17 April,Manipur,,,,,,
18 April,Manipur,,,,,,
19 April,Manipur,,,,,,
20 April,Manipur,,,,,,
21 April,Manipur,,,,,,
22 April,Manipur,,,,,,
23 April,Manipur,,,,,,
24 April,Manipur,,,,,,
25 April,Manipur,0.4807692307692308,0,,,,134.5605514394906
26 April,Manipur,,,,,,
27 April,Manipur,,,,,,
28 April,Manipur,,,,,,
29 April,Manipur,,,,,,
30 April,Manipur,,,,,,
01 May,Manipur,0.43383947939262474,0,,,,149.11638032116628
02 May,Manipur,0.42735042735042733,0,,,,151.38062036942694
03 May,Manipur,,,,,,
04 May,Manipur,,,,0.0,0.0,
05 May,Manipur,,,,,,
06 May,Manipur,,,,,,
07 May,Manipur,,,,0.0,0.0,
08 May,Manipur,0.26455026455026454,0,0.0,0.0,0.0,244.5379252121512
09 May,Manipur,0.23121387283236994,0,0.0,0.0,0.0,279.79537739221007
10 May,Manipur,0.18248175182481752,0,0.0,0.0,0.0,354.5152989848118
11 May,Manipur,0.14958863126402394,0,0.0,0.0,0.0,432.4698492177859
12 May,Manipur,,,,,,
13 May,Manipur,,,,0.0,0.0,
14 May,Manipur,,,,,,
15 May,Manipur,,,,0.0,0.0,
16 May,Manipur,0.21052631578947367,1,0.009900990099009901,0.3333333333333333,0.3333333333333333,614.5794416707504
17 May,Manipur,,,,,,
18 May,Manipur,,,,1.0,1.0,
19 May,Manipur,,,,,,
20 May,Manipur,,,,1.0,1.0,
21 May,Manipur,,,,,,
22 May,Manipur,,,,1.0,1.0,
23 May,Manipur,0.7083536883243772,3,0.00804289544235925,3.0,3.0,1324.2569653684484
24 May,Manipur,,,,,,
25 May,Manipur,,,,3.0,3.0,
26 May,Manipur,0.625701909193005,3,0.0025167785234899327,3.0,3.0,2016.1440315440984
27 May,Manipur,0.6436512580456407,5,0.008291873963515755,3.6666666666666665,3.6666666666666665,2211.1921385585524
28 May,Manipur,0.7089456045372519,11,0.01193058568329718,5.5,5.5,2509.424899200885
29 May,Manipur,0.6863657515123314,4,0.00477326968973747,5.2,5.2,2780.48677926409
30 May,Manipur,,,,,,
31 May,Manipur,,,,,,
01 June,Manipur,,,,,,
02 June,Manipur,,,,,,
03 June,Manipur,,,,7.5,7.5,
04 June,Manipur,,,,,,
05 June,Manipur,,,,,,
06 June,Manipur,,,,,,
30 January,Meghalaya,,,,,,
31 January,Meghalaya,,,,,,
01 February,Meghalaya,,,,,,
02 February,Meghalaya,,,,,,
03 February,Meghalaya,,,,,,
04 February,Meghalaya,,,,,,
05 February,Meghalaya,,,,,,
06 February,Meghalaya,,,,,,
07 February,Meghalaya,,,,,,
08 February,Meghalaya,,,,,,
09 February,Meghalaya,,,,,,
10 February,Meghalaya,,,,,,
11 February,Meghalaya,,,,,,
12 February,Meghalaya,,,,,,
13 February,Meghalaya,,,,,,
14 February,Meghalaya,,,,,,
15 February,Meghalaya,,,,,,
16 February,Meghalaya,,,,,,
17 February,Meghalaya,,,,,,
18 February,Meghalaya,,,,,,
19 February,Meghalaya,,,,,,
20 February,Meghalaya,,,,,,
21 February,Meghalaya,,,,,,
22 February,Meghalaya,,,,,,
23 February,Meghalaya,,,,,,
24 February,Meghalaya,,,,,,
25 February,Meghalaya,,,,,,
26 February,Meghalaya,,,,,,
27 February,Meghalaya,,,,,,
28 February,Meghalaya,,,,,,
29 February,Meghalaya,,,,,,
01 March,Meghalaya,,,,,,
02 March,Meghalaya,,,,,,
03 March,Meghalaya,,,,,,
04 March,Meghalaya,,,,,,
05 March,Meghalaya,,,,,,
06 March,Meghalaya,,,,,,
07 March,Meghalaya,,,,,,
08 March,Meghalaya,,,,,,
09 March,Meghalaya,,,,,,
10 March,Meghalaya,,,,,,
11 March,Meghalaya,,,,,,
12 March,Meghalaya,,,,,,
13 March,Meghalaya,,,,,,
14 March,Meghalaya,,,,,,
15 March,Meghalaya,,,,,,
16 March,Meghalaya,,,,,,
17 March,Meghalaya,,,,,,
18 March,Meghalaya,,,,,,
19 March,Meghalaya,,,,,,
20 March,Meghalaya,,,,,,
21 March,Meghalaya,,,,,,
22 March,Meghalaya,,,,,,
23 March,Meghalaya,,,,,,
24 March,Meghalaya,,,,,,
25 March,Meghalaya,,,,,,
26 March,Meghalaya,,,,,,
27 March,Meghalaya,,,,,,
28 March,Meghalaya,,,,,,
29 March,Meghalaya,,,,,,
30 March,Meghalaya,,,,,,
31 March,Meghalaya,,,,,,
01 April,Meghalaya,,,,,,
02 April,Meghalaya,,,,,,
03 April,Meghalaya,,,,,,
04 April,Meghalaya,,,,,,
05 April,Meghalaya,,,,,,
06 April,Meghalaya,,,,,,
07 April,Meghalaya,,,,,,
08 April,Meghalaya,,,,,,
09 April,Meghalaya,,,,,,
10 April,Meghalaya,,,,,,
11 April,Meghalaya,,,,,,
12 April,Meghalaya,,,,,,
13 April,Meghalaya,,,,,,
14 April,Meghalaya,,,,,,
15 April,Meghalaya,,,,,,
16 April,Meghalaya,,,,,,
17 April,Meghalaya,1.4586709886547813,2,,,,183.2649678766511
18 April,Meghalaya,1.4905149051490514,2,,,,219.2050993403055
19 April,Meghalaya,1.4360313315926894,0,,,,227.52182397652308
20 April,Meghalaya,1.3126491646778042,0,,,,248.90768732679678
21 April,Meghalaya,1.2861736334405145,1,,,,277.1251459139635
22 April,Meghalaya,1.147227533460803,0,,,,310.6890703386986
23 April,Meghalaya,1.0820559062218214,0,0.0,0.7142857142857143,0.7142857142857143,329.4017007701881
24 April,Meghalaya,1.0619469026548674,0,0.0,0.42857142857142855,0.42857142857142855,335.63924424735126
25 April,Meghalaya,1.0265183917878529,0,0.0,0.14285714285714285,0.14285714285714285,347.22325356208285
26 April,Meghalaya,,,,,,
27 April,Meghalaya,,,,0.2,0.2,
28 April,Meghalaya,0.8683068017366136,0,0.0,0.0,0.0,410.48976597330926
29 April,Meghalaya,0.8589835361488904,0,0.0,0.0,0.0,414.9451541712829
30 April,Meghalaya,0.7523510971786834,0,0.0,0.0,0.0,473.7562783845356
01 May,Meghalaya,,,,,,
02 May,Meghalaya,,,,0.0,0.0,
03 May,Meghalaya,,,,,,
04 May,Meghalaya,,,,0.0,0.0,
05 May,Meghalaya,0.6172839506172839,0,0.0,0.0,0.0,577.4183104573901
06 May,Meghalaya,,,,,,
07 May,Meghalaya,,,,0.0,0.0,
08 May,Meghalaya,,,,,,
09 May,Meghalaya,,,,0.0,0.0,
10 May,Meghalaya,0.5684302579798863,1,,0.5,0.5,679.2981872510552
11 May,Meghalaya,0.5241935483870968,0,0.0,0.3333333333333333,0.3333333333333333,736.6241820649833
12 May,Meghalaya,,,,,,
13 May,Meghalaya,,,,,,
14 May,Meghalaya,,,,,,
15 May,Meghalaya,,,,0.5,0.5,
16 May,Meghalaya,,,,,,
17 May,Meghalaya,,,,,,
18 May,Meghalaya,,,,,,
19 May,Meghalaya,0.41881443298969073,0,0.0,0.0,0.0,921.9683311006888
20 May,Meghalaya,0.38022813688212925,0,0.0,0.0,0.0,1015.5314832581363
21 May,Meghalaya,,,,,,
22 May,Meghalaya,,,,0.0,0.0,
23 May,Meghalaya,,,,,,
24 May,Meghalaya,,,,,,
25 May,Meghalaya,,,,,,
26 May,Meghalaya,,,,0.0,0.0,
27 May,Meghalaya,0.2991772625280479,5,0.03787878787878788,5.0,5.0,1985.6180068969409
28 May,Meghalaya,,,,,,
29 May,Meghalaya,,,,,,
30 May,Meghalaya,,,,,,
31 May,Meghalaya,,,,5.0,5.0,
01 June,Meghalaya,0.33222591362126247,0,0.0,2.5,2.5,2413.929325662145
02 June,Meghalaya,0.3205862147927639,1,0.0016474464579901153,2.0,2.0,2594.224034740147
03 June,Meghalaya,0.31024930747922436,0,0.0,0.3333333333333333,0.3333333333333333,2680.6585657808364
04 June,Meghalaya,0.3299627461415647,3,0.008108108108108109,1.0,1.0,2790.558141330854
05 June,Meghalaya,0.323185988323603,0,0.0,0.8,0.8,2849.072239664242
06 June,Meghalaya,0.3278362805483807,2,0.004219409282700422,1.0,1.0,2989.8625067202106
30 January,Mizoram,,,,,,
31 January,Mizoram,,,,,,
01 February,Mizoram,,,,,,
02 February,Mizoram,,,,,,
03 February,Mizoram,,,,,,
04 February,Mizoram,,,,,,
05 February,Mizoram,,,,,,
06 February,Mizoram,,,,,,
07 February,Mizoram,,,,,,
08 February,Mizoram,,,,,,
09 February,Mizoram,,,,,,
10 February,Mizoram,,,,,,
11 February,Mizoram,,,,,,
12 February,Mizoram,,,,,,
13 February,Mizoram,,,,,,
14 February,Mizoram,,,,,,
15 February,Mizoram,,,,,,
16 February,Mizoram,,,,,,
17 February,Mizoram,,,,,,
18 February,Mizoram,,,,,,
19 February,Mizoram,,,,,,
20 February,Mizoram,,,,,,
21 February,Mizoram,,,,,,
22 February,Mizoram,,,,,,
23 February,Mizoram,,,,,,
24 February,Mizoram,,,,,,
25 February,Mizoram,,,,,,
26 February,Mizoram,,,,,,
27 February,Mizoram,,,,,,
28 February,Mizoram,,,,,,
29 February,Mizoram,,,,,,
01 March,Mizoram,,,,,,
02 March,Mizoram,,,,,,
03 March,Mizoram,,,,,,
04 March,Mizoram,,,,,,
05 March,Mizoram,,,,,,
06 March,Mizoram,,,,,,
07 March,Mizoram,,,,,,
08 March,Mizoram,,,,,,
09 March,Mizoram,,,,,,
10 March,Mizoram,,,,,,
11 March,Mizoram,,,,,,
12 March,Mizoram,,,,,,
13 March,Mizoram,,,,,,
14 March,Mizoram,,,,,,
15 March,Mizoram,,,,,,
16 March,Mizoram,,,,,,
17 March,Mizoram,,,,,,
18 March,Mizoram,,,,,,
19 March,Mizoram,,,,,,
20 March,Mizoram,,,,,,
21 March,Mizoram,,,,,,
22 March,Mizoram,,,,,,
23 March,Mizoram,,,,,,
24 March,Mizoram,,,,,,
25 March,Mizoram,,,,,,
26 March,Mizoram,,,,,,
27 March,Mizoram,,,,,,
28 March,Mizoram,,,,,,
29 March,Mizoram,,,,,,
30 March,Mizoram,,,,,,
31 March,Mizoram,,,,,,
01 April,Mizoram,,,,,,
02 April,Mizoram,,,,,,
03 April,Mizoram,,,,,,
04 April,Mizoram,,,,,,
05 April,Mizoram,,,,,,
06 April,Mizoram,,,,,,
07 April,Mizoram,1.7241379310344827,0,,,,46.802728114882946
08 April,Mizoram,1.3513513513513513,0,,,,59.713825525885134
09 April,Mizoram,1.1904761904761905,0,,,,67.7832614077615
10 April,Mizoram,,,,,,
11 April,Mizoram,,,,,,
12 April,Mizoram,,,,,,
13 April,Mizoram,1.1235955056179776,0,,,,71.8179793486997
14 April,Mizoram,1.098901098901099,0,,,,73.43186652507497
15 April,Mizoram,1.0638297872340425,0,0.0,0.0,0.0,75.85269728963787
16 April,Mizoram,1.0638297872340425,0,,0.0,0.0,75.85269728963787
17 April,Mizoram,,,,,,
18 April,Mizoram,,,,0.0,0.0,
19 April,Mizoram,0.8620689655172413,0,0.0,0.0,0.0,93.60545622976589
20 April,Mizoram,0.7575757575757576,0,0.0,0.0,0.0,106.51655364076808
21 April,Mizoram,0.7407407407407407,0,0.0,0.0,0.0,108.93738440533099
22 April,Mizoram,0.7407407407407407,0,,0.0,0.0,108.93738440533099
23 April,Mizoram,0.7299270072992701,0,0.0,0.0,0.0,110.55127158170626
24 April,Mizoram,,,,,,
25 April,Mizoram,,,,,,
26 April,Mizoram,,,,0.0,0.0,
27 April,Mizoram,0.684931506849315,0,,0.0,0.0,117.813763875395
28 April,Mizoram,0.6329113924050633,0,0.0,0.0,0.0,127.49708693364664
29 April,Mizoram,0.5586592178770949,0,0.0,0.0,0.0,144.44290228558702
30 April,Mizoram,0.5555555555555556,0,0.0,0.0,0.0,145.24984587377466
01 May,Mizoram,0.5555555555555556,0,,0.0,0.0,145.24984587377466
02 May,Mizoram,0.546448087431694,0,0.0,0.0,0.0,147.67067663833757
03 May,Mizoram,0.546448087431694,0,,0.0,0.0,147.67067663833757
04 May,Mizoram,0.546448087431694,0,,0.0,0.0,147.67067663833757
05 May,Mizoram,0.5319148936170213,0,0.0,0.0,0.0,151.70539457927575
06 May,Mizoram,0.5128205128205128,0,0.0,0.0,0.0,157.3539996965892
07 May,Mizoram,0.5076142131979695,0,0.0,0.0,0.0,158.9678868729645
08 May,Mizoram,0.5025125628140703,0,0.0,0.0,0.0,160.58177404933977
09 May,Mizoram,0.4975124378109453,0,0.0,0.0,0.0,162.19566122571504
10 May,Mizoram,0.4975124378109453,0,,0.0,0.0,162.19566122571504
11 May,Mizoram,0.4854368932038835,0,0.0,0.0,0.0,166.23037916665322
12 May,Mizoram,0.44642857142857145,0,0.0,0.0,0.0,180.7553637540307
13 May,Mizoram,0.44642857142857145,0,,0.0,0.0,180.7553637540307
14 May,Mizoram,0.3663003663003663,0,0.0,0.0,0.0,220.29559957522488
15 May,Mizoram,0.3663003663003663,0,,0.0,0.0,220.29559957522488
16 May,Mizoram,0.3546099290780142,0,0.0,0.0,0.0,227.55809186891364
17 May,Mizoram,0.3546099290780142,0,,0.0,0.0,227.55809186891364
18 May,Mizoram,0.33222591362126247,0,0.0,0.0,0.0,242.89002004447872
19 May,Mizoram,0.3194888178913738,0,0.0,0.0,0.0,252.57334310273038
20 May,Mizoram,0.31746031746031744,0,0.0,0.0,0.0,254.18723027910565
21 May,Mizoram,0.3125,0,0.0,0.0,0.0,258.2219482200438
22 May,Mizoram,0.30864197530864196,0,0.0,0.0,0.0,261.44972257279437
23 May,Mizoram,0.2976190476190476,0,0.0,0.0,0.0,271.133045631046
24 May,Mizoram,0.29239766081871343,0,0.0,0.0,0.0,275.9747071601719
25 May,Mizoram,0.2785515320334262,0,0.0,0.0,0.0,289.69274815936166
26 May,Mizoram,0.228310502283105,0,0.0,0.0,0.0,353.441291626185
27 May,Mizoram,,,,,,
28 May,Mizoram,,,,0.0,0.0,
29 May,Mizoram,0.1890359168241966,0,0.0,0.0,0.0,426.87315815126
30 May,Mizoram,0.1457725947521866,0,0.0,0.0,0.0,553.563301496719
31 May,Mizoram,0.1287001287001287,0,0.0,0.0,0.0,626.9951680217939
01 June,Mizoram,0.11160714285714286,0,0.0,0.0,0.0,723.0214550161228
02 June,Mizoram,1.284584980237154,12,0.10344827586206896,2.4,2.4,816.6269112458887
03 June,Mizoram,1.278538812785388,1,0.012048192771084338,2.1666666666666665,2.1666666666666665,883.6032290654625
04 June,Mizoram,1.263001485884101,3,0.01195219123505976,2.2857142857142856,2.2857142857142856,1086.1460697005593
05 June,Mizoram,1.3040901007705987,5,0.01466275659824047,3.0,3.0,1361.3138332725437
06 June,Mizoram,1.2054244098442994,2,0.006578947368421052,3.2857142857142856,3.2857142857142856,1606.6246840815852
30 January,Nagaland,,,,,,
31 January,Nagaland,,,,,,
01 February,Nagaland,,,,,,
02 February,Nagaland,,,,,,
03 February,Nagaland,,,,,,
04 February,Nagaland,,,,,,
05 February,Nagaland,,,,,,
06 February,Nagaland,,,,,,
07 February,Nagaland,,,,,,
08 February,Nagaland,,,,,,
09 February,Nagaland,,,,,,
10 February,Nagaland,,,,,,
11 February,Nagaland,,,,,,
12 February,Nagaland,,,,,,
13 February,Nagaland,,,,,,
14 February,Nagaland,,,,,,
15 February,Nagaland,,,,,,
16 February,Nagaland,,,,,,
17 February,Nagaland,,,,,,
18 February,Nagaland,,,,,,
19 February,Nagaland,,,,,,
20 February,Nagaland,,,,,,
21 February,Nagaland,,,,,,
22 February,Nagaland,,,,,,
23 February,Nagaland,,,,,,
24 February,Nagaland,,,,,,
25 February,Nagaland,,,,,,
26 February,Nagaland,,,,,,
27 February,Nagaland,,,,,,
28 February,Nagaland,,,,,,
29 February,Nagaland,,,,,,
01 March,Nagaland,,,,,,
02 March,Nagaland,,,,,,
03 March,Nagaland,,,,,,
04 March,Nagaland,,,,,,
05 March,Nagaland,,,,,,
06 March,Nagaland,,,,,,
