dates,state,cum_positive_cases,cum_positivity_rate,cum_recovered,cum_deceased,daily_positive_cases,daily_positivity_rate,daily_positive_cases_ma,daily_positivity_rate_ma,daily_tests,cum_tested,test_per_million,daily_cases_per_million,daily_tests_per_million,daily_tests_ma,daily_deceased_ma
02 July,Mumbai,80699,23.74924954972984,50691,4689,1554,,1403.0,16.361875462883837,,339796,27309.58154043445,508.5846566406585,,8776.5,89.57142857142857
03 July,Mumbai,82074,23.455544663959326,52392,4762,1375,13.590985470000989,1414.142857142857,15.741989695508922,10117,349913,28122.69010099601,511.47799539525136,2358.633678639919,9044.6,83.28571428571429
04 July,Mumbai,83237,23.470248048070065,53463,4830,1163,24.55658783783784,1283.5714285714287,17.89422078671127,4736,354649,28503.324888266892,568.5410652774997,2613.408230086013,6935.2,78.0
05 July,Mumbai,84524,23.53386661617835,55884,4899,1287,28.536585365853657,1283.5714285714287,17.989157220305568,4510,359159,28865.795937800613,526.8287648987858,2487.6283647821842,6898.6,75.42857142857143
06 July,Mumbai,85724,23.60762282441066,57152,4938,1200,30.295379954556932,1279.857142857143,19.25677432776824,3961,363120,29184.14357132679,431.42895651818185,1815.891550590872,6409.0,67.85714285714286
07 July,Mumbai,86509,23.469423743159986,58137,5002,785,14.316979755608244,1264.4285714285713,18.250712820769348,5483,368603,29624.815137755475,412.6222546133282,2102.010605211723,6663.666666666667,63.714285714285715
08 July,Mumbai,87856,23.481993467720812,59238,5064,1347,24.31846903773244,1244.4285714285713,20.837943283060618,5539,374142,30069.98745335797,530.6865499049096,2387.4063251439256,5724.333333333333,61.857142857142854
09 July,Mumbai,89124,23.481243775589245,60195,5132,1268,23.429416112342942,1203.5714285714287,21.190703757734294,5412,379554,30504.952712798437,552.547331606278,2512.864708363911,5679.714285714285,63.285714285714285
10 July,Mumbai,90461,23.468749756779687,61934,5205,1337,22.664858450584845,1198.142857142857,23.598761958356782,5899,385453,30979.05841594686,631.8730357946993,2550.3977416526573,5077.142857142857,63.285714285714285
11 July,Mumbai,91745,23.45087955176345,63431,5244,1284,22.256890275611024,1215.4285714285713,23.26306291526536,5769,391222,31442.71595137037,654.1356701008723,2552.648116239563,5224.714285714285,59.142857142857146
12 July,Mumbai,92988,23.45220680958386,64872,5288,1243,23.550587343690793,1209.142857142857,22.666773787525777,5278,396500,31866.91156100207,629.0600675610673,2603.2011739239774,5334.428571428572,55.57142857142857
13 July,Mumbai,94146,23.434501332948344,65622,5335,1158,22.09502003434459,1203.142857142857,21.80678905258797,5241,401741,32288.133461358215,522.1672746830528,1881.71500725786,5517.285714285715,56.714285714285715
14 July,Mumbai,95100,23.290556426332287,66633,5405,954,14.500683994528044,1227.2857142857142,21.630536042500694,6579,408320,32816.89111876006,541.7776817975156,2497.5139388603766,5673.857142857143,57.57142857142857
15 July,Mumbai,96474,23.224921158429428,67830,5467,1374,19.434229137199434,1231.142857142857,20.893134212567883,7070,415390,33385.110701953716,640.9549046632825,2972.2626061764904,5892.571428571428,57.57142857142857
16 July,Mumbai,97950,23.246982876265292,67830,5523,1476,24.78589420654912,1260.857142857143,21.11937977076404,5955,421345,33863.71715427595,694.4816716232507,2969.208526379976,5970.142857142857,55.857142857142854
17 July,Mumbai,99164,23.20287895025013,69340,5585,1214,20.12265871042599,1243.2857142857142,20.758497316636852,6033,427378,34348.592507233145,667.7182881432666,3022.6549228189833,5989.285714285715,54.285714285714285
18 July,Mumbai,100350,23.163376243862917,70492,5650,1186,20.276970422294408,1229.2857142857142,20.48565646946792,5849,433227,34818.679684333525,670.9331089817031,3078.110582282013,6000.714285714285,58.0
19 July,Mumbai,101388,23.13653540719645,71685,5714,1038,20.80577269993987,1200.0,20.136158787995015,4989,438216,35219.64821340752,764.9666185059715,3390.993020382848,5959.428571428572,60.857142857142854
20 July,Mumbai,102423,23.115985041177385,72648,5755,1035,21.265666735155126,1182.4285714285713,20.02080208988438,4867,443083,35610.81153892429,662.2530927179245,2859.020542142564,5906.0,60.0
21 July,Mumbai,103368,22.94726046099645,73555,5817,945,12.81182212581345,1181.142857142857,19.62077885094568,7376,450459,36203.62450153198,669.9686627301721,3229.20716168853,6019.857142857143,58.857142857142854
22 July,Mumbai,104678,22.930006067761784,75118,5875,1310,21.64573694646398,1172.0,19.950876681014567,6052,456511,36690.02689438743,849.9986296826177,3822.8238295058345,5874.428571428572,58.285714285714285
23 July,Mumbai,105923,22.891331925717658,77102,5930,1245,20.04830917874396,1139.0,19.2696249033256,6210,462721,37189.1278295547,795.2663049082357,4054.3713003942253,5910.857142857143,58.142857142857146
24 July,Mumbai,106980,22.745731720281505,78259,5984,1057,13.891444342226311,1116.5714285714287,18.19705718010803,7609,470330,37800.667123546285,772.76255903918,3907.453988077676,6136.0,57.0
25 July,Mumbai,108060,22.56774395656033,78876,6036,1080,12.713360800470864,1101.4285714285713,16.908636343699285,8495,478825,38483.41469910924,743.5076894094077,4005.2649120871074,6514.0,55.142857142857146
26 July,Mumbai,109161,22.48132580118337,80238,6093,1101,16.340160284951025,1110.4285714285713,16.41709083996874,6738,485563,39024.95126934388,757.9743831823721,4003.3360195840455,6763.857142857143,54.142857142857146
27 July,Mumbai,110182,22.28875326446022,81944,6132,1021,11.634001823154057,1108.4285714285713,15.137739971905727,8776,494339,39730.28296129685,636.8560080942759,3060.2683266286904,7322.285714285715,53.857142857142854
28 July,Mumbai,110882,21.91421829235032,84411,6187,700,6.012196169372155,1073.4285714285713,13.533130414422851,11643,505982,40666.036936844765,620.2193102553668,3537.347739052671,7931.857142857143,52.857142857142854
29 July,Mumbai,111991,21.673691829522713,85327,6247,1109,10.333581811405143,1044.7142857142858,12.147235187615236,10732,516714,41528.57336779728,740.2928685709711,3945.469244492188,8600.42857142857,53.142857142857146
30 July,Mumbai,113199,21.480619831417393,86447,6300,1208,11.764705882352942,1039.4285714285713,11.322575123325189,10268,526982,42353.81787702394,895.890197151299,4347.3218492967535,9180.142857142857,52.857142857142854
31 July,Mumbai,114284,21.260715561376355,87074,6353,1085,10.280462383930264,1043.4285714285713,10.868077255006993,10554,537536,43202.04835524542,829.4237763166238,4676.9213557574585,9600.857142857143,52.714285714285715
01 August,Mumbai,115331,21.098935274962496,87906,6398,1047,11.525759577278732,1038.7142857142858,10.724979718268308,9084,546620,43932.13416765435,771.6373717457273,5200.213817733965,9685.0,51.714285714285715
02 August,Mumbai,116436,21.093707540299352,88299,6447,1105,20.5619650167473,1039.2857142857142,10.951212536315877,5374,551994,44364.0453472983,764.2432838173232,4961.834852563896,9490.142857142857,50.57142857142857
03 August,Mumbai,117406,20.97333450044392,90089,6493,970,12.447067881432055,1032.0,11.037770443711038,7793,559787,44990.372817146694,720.7628319774692,3323.642523817603,9349.714285714286,51.57142857142857
04 August,Mumbai,118115,20.83043078773471,90960,6549,709,9.787410270568747,1033.2857142857142,11.847859915805337,7244,567031,45572.576870987556,623.6752426566861,4251.600558832306,8721.285714285714,51.714285714285715
05 August,Mumbai,119240,20.704300431137018,91673,6591,1125,12.657515751575158,1035.5714285714287,12.2438983193987,8888,575919,46286.910061288145,828.5397005860538,5134.470731587938,8457.857142857143,49.142857142857146
06 August,Mumbai,120150,20.603264970162563,92659,6648,910,12.567324955116696,993.0,12.373170992203354,7241,583160,46868.87300356612,925.3861783439542,5938.9796464066785,8025.428571428572,49.714285714285715
07 August,Mumbai,121012,20.43327761173868,93898,6693,862,9.503858875413451,961.1428571428571,12.30116648992577,9070,592230,47597.833628681605,842.5241712332527,6622.530927179245,7813.428571428572,48.57142857142857
08 August,Mumbai,122316,20.393103597753218,95354,6751,1304,17.246395979367808,997.8571428571429,13.136860318594723,7561,599791,48205.51513766707,1030.5108197608286,6436.633912196652,7595.857142857143,50.42857142857143
09 August,Mumbai,123382,20.379604868694244,96586,6799,1066,18.941009239516703,992.2857142857143,13.00140383715489,5628,605419,48657.840429635085,984.3781407292644,6076.332866728879,7632.142857142857,50.285714285714285
10 August,Mumbai,124307,20.532391616384686,97993,6845,925,,985.8571428571429,13.096072931276296,,605419,48657.840429635085,737.8817529421437,,7605.333333333333,50.285714285714285
11 August,Mumbai,125224,20.10135433404552,99147,6893,917,5.226858185134519,1015.5714285714286,11.05628262890653,17544,622963,50067.86084937335,891.1483364146052,5175.13821519416,9322.0,49.142857142857146
12 August,Mumbai,126356,19.80886567295211,100069,6943,1132,7.590692684235231,1016.5714285714286,9.992414093645593,14913,637876,51266.42642846345,1021.6700624551281,5822.522761534315,10326.166666666666,50.285714285714285
13 August,Mumbai,127556,19.99699001059767,100954,6991,1200,,1058.0,9.651655822794064,,637876,51266.42642846345,949.4169641112672,,10943.2,49.0
14 August,Mumbai,128535,19.923242775722272,101860,7038,979,13.457044673539519,1074.7142857142858,10.200109597324314,7275,645151,51851.121968454085,1013.3115282751932,5496.620299037812,10584.2,49.285714285714285
15 August,Mumbai,127716,19.600578888969036,102749,7086,-819,-12.71344303011487,771.4285714285714,6.322149723948883,6442,651593,52368.86886448429,966.0536619501762,5324.386272618575,10360.4,47.857142857142854
16 August,Mumbai,128726,19.602247635870807,103468,7133,1010,19.81557779085737,763.4285714285714,6.278402995845605,5097,656690,52778.51740982207,892.9968583967061,4005.1845415661464,10254.2,47.714285714285715
17 August,Mumbai,129479,19.51748567983117,104301,7173,753,11.222056631892697,738.8571428571429,6.850519997930356,6710,663400,53317.803605469795,682.5868345210355,3470.800947697035,9663.5,46.857142857142854
18 August,Mumbai,130410,19.657823334338257,105193,7222,931,,740.8571428571429,7.554962039716101,,663400,53317.803605469795,893.6398225643935,,8087.4,47.0
19 August,Mumbai,131542,19.828459451311424,106057,7268,1132,,740.8571428571429,7.534085566525623,,663400,53317.803605469795,1058.0779084504218,,6381.0,46.42857142857143
20 August,Mumbai,132822,19.280973644023017,107033,7314,1280,5.024336630554247,752.2857142857143,6.280392156862745,25476,688876,55365.322997470015,1177.187020514495,6155.6585709173005,10200.0,46.142857142857146
21 August,Mumbai,134228,19.247800300558673,108268,7356,1406,16.556759302873292,813.2857142857143,6.951759005687803,8492,697368,56047.82946147009,1138.1269473274913,6310.934417413784,10443.4,45.42857142857143
22 August,Mumbai,135362,19.41041171949387,109368,7388,1134,,1092.2857142857142,9.719279082468596,,697368,56047.82946147009,1164.7295897655536,,11443.75,43.142857142857146
23 August,Mumbai,136353,19.215933865382908,110059,7422,991,8.112975849365535,1089.5714285714287,8.375399391223791,12215,709583,57029.55537500764,839.1486093528944,3677.353186566582,13223.25,41.285714285714285
24 August,Mumbai,137096,19.159715069534606,111082,7442,743,12.466442953020135,1088.142857142857,8.476689104961356,5960,715543,57508.56367993469,885.2812883844585,3746.552205113928,13035.75,38.42857142857143
25 August,Mumbai,137683,19.241750670469838,111962,7477,587,,1039.0,8.476689104961356,,715543,57508.56367993469,837.8626810175198,,13035.75,36.42857142857143
26 August,Mumbai,139537,18.994471964378814,112743,7505,1854,9.719018662193331,1142.142857142857,8.809446917255228,19076,734619,59041.711737785066,1196.5563160660752,7006.943128935292,14243.8,33.857142857142854
27 August,Mumbai,140888,18.939486614194397,113577,7535,1351,14.580185624865099,1152.2857142857142,11.534476176625644,9266,743885,59786.42498500889,1194.064829916287,5662.022831175372,11001.8,31.571428571428573
28 August,Mumbai,142108,18.850489939233473,114818,7565,1220,12.219551282051283,1125.7142857142858,10.900692023150032,9984,753869,60588.84426628265,1159.5055059030942,5706.7892113506,11300.2,29.857142857142858
29 August,Mumbai,143389,18.800873770113494,115500,7596,1281,14.551857321367715,1146.7142857142858,11.392870268283719,8803,762672,61296.345962301566,1308.9143043694319,6221.8035096681315,10884.0,29.714285714285715
30 August,Mumbai,144626,18.811474237075615,116352,7626,1237,20.126911812561016,1181.857142857143,12.975436819447962,6146,768818,61790.30318412733,1318.7195079266633,6063.553953896094,9872.5,29.142857142857142
31 August,Mumbai,145805,18.789933683345062,117268,7658,1179,16.475684740078258,1244.142857142857,13.440121791795601,7156,775974,62365.43463212363,952.5514144287428,4219.693462010824,10071.833333333334,30.857142857142858
01 September,Mumbai,146947,18.733872859488624,118859,7693,1142,13.566167735804228,1323.4285714285713,13.455533123211666,8418,784392,63041.993677572595,1267.041262948796,5386.834167405204,9835.57142857143,30.857142857142858
02 September,Mumbai,148569,18.74013761612543,119702,7727,1622,19.325628499940425,1290.2857142857142,15.527971667297047,8393,792785,63716.54345999754,1401.0992919115993,6176.554906367138,8309.42857142857,31.714285714285715
03 September,Mumbai,150095,18.700001370465472,120561,7764,1526,15.473534779963495,1315.2857142857142,15.66828903032572,9862,802647,64509.15753771407,1455.1082819973328,7553.703783032384,8394.57142857143,32.714285714285715
04 September,Mumbai,152024,18.69833402006064,121671,7799,1929,18.569503273007317,1416.5714285714287,16.75962546056857,10388,813035,65344.046509456035,1544.560671826829,7392.962741110558,8452.285714285714,33.42857142857143
05 September,Mumbai,153712,18.634332501703266,122566,7832,1688,14.243523753269766,1474.7142857142858,16.59272832481435,11851,824886,66296.51755336381,1671.7068359869938,7265.253983303667,8887.714285714286,33.714285714285715
06 September,Mumbai,155622,21.191975422962535,123478,7869,1910,2.109518234631442,1570.857142857143,7.500170520428347,90542,734344,59019.60984452082,1876.6516644373223,7247.572468692267,20944.285714285714,34.714285714285715
07 September,Mumbai,157410,18.657304629301485,125017,7900,1788,1.635161458476227,1657.857142857143,4.664370320054983,109347,843691,67807.8852000338,1320.4072888668425,4538.6840597046885,35543.0,34.57142857142857
08 September,Mumbai,158756,18.536430444600644,125906,7942,1346,10.546109848781635,1687.0,4.664896936945478,12763,856454,68833.65415905793,1617.938957464143,6456.485430873998,36163.71428571428,35.57142857142857
09 September,Mumbai,160744,18.430668860466316,126743,7985,1988,12.661613909942043,1739.2857142857142,4.674529859399357,15701,872155,70095.55170866523,1894.8957726954498,7855.012866114848,37207.71428571428,36.857142857142854
10 September,Mumbai,163115,18.383836334660995,128112,8023,2371,15.682254117335802,1860.0,4.900060592147107,15119,887274,71310.67361507326,1884.36723444957,6789.058646610257,37958.71428571428,37.0
11 September,Mumbai,165306,18.304264971470523,129244,8067,2191,13.84343210968598,1897.4285714285713,4.898395721925134,15827,903101,72582.69785032164,2000.100784633285,7873.3373448939365,38735.71428571428,38.285714285714285
12 September,Mumbai,167656,18.307273837095664,130016,8109,2350,18.521437578814627,1992.0,5.126715615084544,12688,915789,73602.43902027371,1774.9025849008062,7419.726124590542,38855.28571428572,39.57142857142857
13 September,Mumbai,169741,18.53494636865042,130918,8150,2085,,2017.0,6.632312822067293,,915789,73602.43902027371,1811.7926540218655,,30240.833333333332,40.142857142857146
30 January,Nagpur,,,,,,,,,,,,,,,
31 January,Nagpur,,,,,,,,,,,,,,,
01 February,Nagpur,,,,,,,,,,,,,,,
02 February,Nagpur,,,,,,,,,,,,,,,
03 February,Nagpur,,,,,,,,,,,,,,,
04 February,Nagpur,,,,,,,,,,,,,,,
05 February,Nagpur,,,,,,,,,,,,,,,
06 February,Nagpur,,,,,,,,,,,,,,,
07 February,Nagpur,,,,,,,,,,,,,,,
08 February,Nagpur,,,,,,,,,,,,,,,
09 February,Nagpur,,,,,,,,,,,,,,,
10 February,Nagpur,,,,,,,,,,,,,,,
11 February,Nagpur,,,,,,,,,,,,,,,
12 February,Nagpur,,,,,,,,,,,,,,,
13 February,Nagpur,,,,,,,,,,,,,,,
14 February,Nagpur,,,,,,,,,,,,,,,
15 February,Nagpur,,,,,,,,,,,,,,,
16 February,Nagpur,,,,,,,,,,,,,,,
17 February,Nagpur,,,,,,,,,,,,,,,
18 February,Nagpur,,,,,,,,,,,,,,,
19 February,Nagpur,,,,,,,,,,,,,,,
20 February,Nagpur,,,,,,,,,,,,,,,
21 February,Nagpur,,,,,,,,,,,,,,,
22 February,Nagpur,,,,,,,,,,,,,,,
23 February,Nagpur,,,,,,,,,,,,,,,
24 February,Nagpur,,,,,,,,,,,,,,,
25 February,Nagpur,,,,,,,,,,,,,,,
26 February,Nagpur,,,,,,,,,,,,,,,
27 February,Nagpur,,,,,,,,,,,,,,,
28 February,Nagpur,,,,,,,,,,,,,,,
29 February,Nagpur,,,,,,,,,,,,,,,
01 March,Nagpur,,,,,,,,,,,,,,,
02 March,Nagpur,,,,,,,,,,,,,,,
03 March,Nagpur,,,,,,,,,,,,,,,
04 March,Nagpur,,,,,,,,,,,,,,,
05 March,Nagpur,,,,,,,,,,,,,,,
06 March,Nagpur,,,,,,,,,,,,,,,
07 March,Nagpur,,,,,,,,,,,,,,,
08 March,Nagpur,,,,,,,,,,,,,,,
09 March,Nagpur,,,,,,,,,,,,,,,
10 March,Nagpur,,,,,,,,,,,,,,,
11 March,Nagpur,,,,,,,,,,,,,,,
12 March,Nagpur,,,,,,,,,,,,,,,
13 March,Nagpur,,,,,,,,,,,,,,,
14 March,Nagpur,,,,,,,,,,,,,,,
15 March,Nagpur,,,,,,,,,,,,,,,
16 March,Nagpur,,,,,,,,,,,,,,,
17 March,Nagpur,,,,,,,,,,,,,,,
18 March,Nagpur,,,,,,,,,,,,,,,
19 March,Nagpur,,,,,,,,,,,,,,,
20 March,Nagpur,,,,,,,,,,,,,,,
21 March,Nagpur,,,,,,,,,,,,,,,
22 March,Nagpur,,,,,,,,,,,,,,,
23 March,Nagpur,,,,,,,,,,,,,,,
24 March,Nagpur,,,,,,,,,,,,,,,
25 March,Nagpur,,,,,,,,,,,,,,,
26 March,Nagpur,,,,,,,,,,,,,,,
27 March,Nagpur,,,,,,,,,,,,,,,
28 March,Nagpur,,,,,,,,,,,,,,,
29 March,Nagpur,,,,,,,,,,,,,,,
30 March,Nagpur,,,,,,,,,,,,,,,
31 March,Nagpur,,,,,,,,,,,,,,,
01 April,Nagpur,,,,,,,,,,,,,,,
02 April,Nagpur,,,,,,,,,,,,,,,
03 April,Nagpur,,,,,,,,,,,,,,,
04 April,Nagpur,,,,,,,,,,,,,,,
05 April,Nagpur,,,,,,,,,,,,,,,
06 April,Nagpur,,,,,,,,,,,,,,,
07 April,Nagpur,,,,,,,,,,,,,,,
08 April,Nagpur,,,,,,,,,,,,,,,
09 April,Nagpur,,,,,,,,,,,,,,,
10 April,Nagpur,,,,,,,,,,,,,,,
11 April,Nagpur,,,,,,,,,,,,,,,
12 April,Nagpur,,,,,,,,,,,,,,,
13 April,Nagpur,,,,,,,,,,,,,,,
14 April,Nagpur,,,,,,,,,,,,,,,
15 April,Nagpur,,,,,,,,,,,,,,,
16 April,Nagpur,,,,,,,,,,,,,,,
17 April,Nagpur,,,,,,,,,,,,,,,
18 April,Nagpur,,,,,,,,,,,,,,,
19 April,Nagpur,,,,,,,,,,,,,,,
20 April,Nagpur,,,,,,,,,,,,,,,
21 April,Nagpur,,,,,,,,,,,,,,,
22 April,Nagpur,,,,,,,,,,,,,,,
23 April,Nagpur,,,,,,,,,,,,,,,
24 April,Nagpur,,,,,,,,,,,,,,,
25 April,Nagpur,,,,,,,,,,,,,,,
26 April,Nagpur,107,,20,1,,,,,,,,,,,
27 April,Nagpur,127,,20,1,20,,20.0,,,,,112.17194540965323,,,
28 April,Nagpur,135,,20,1,8,,14.0,,,,,156.43903497744742,,,
29 April,Nagpur,138,,35,1,3,,10.333333333333334,,,,,128.28860423287927,,,
30 April,Nagpur,139,,37,2,1,,8.0,,,,,125.28016125254375,,,1.0
01 May,Nagpur,139,,37,2,,,8.0,,,,,,,,1.0
02 May,Nagpur,146,,37,2,7,,7.8,,,,,169.76213960464761,,,1.0
03 May,Nagpur,152,,40,2,6,,7.5,,,,,145.6945957619634,,,1.0
04 May,Nagpur,174,,50,2,22,,7.833333333333333,,,,,336.73072501326936,,,1.0
05 May,Nagpur,181,,56,2,7,,7.666666666666667,,,,,211.45056376072563,,,1.0
06 May,Nagpur,182,,63,2,1,,7.333333333333333,,,,,264.9578710538361,,,1.0
07 May,Nagpur,206,,63,2,24,,11.166666666666666,,,,,261.3047617205715,,,
08 May,Nagpur,212,,63,2,6,,10.428571428571429,,,,,234.01388611324208,,,
09 May,Nagpur,224,,63,2,12,,11.142857142857142,,,,,250.3454337207778,,,
10 May,Nagpur,251,,66,2,27,,14.142857142857142,,,,,417.52890791370925,,,
11 May,Nagpur,259,,71,2,8,,12.142857142857142,,,,,264.313204700907,,,
12 May,Nagpur,268,,75,2,9,,12.428571428571429,,,,,220.47589270173222,,,
13 May,Nagpur,317,,86,2,49,,19.285714285714285,,,,,321.2587325429724,,,
14 May,Nagpur,331,,93,2,14,,17.857142857142858,,,,,344.2518324641082,,,
15 May,Nagpur,334,,128,2,3,,17.428571428571427,,,,,338.6647240720565,,,
16 May,Nagpur,352,,159,2,18,,18.285714285714285,,,,,345.1113876013469,,,
17 May,Nagpur,357,,162,2,5,,15.142857142857142,,,,,504.3439767748202,,,
18 May,Nagpur,375,,188,4,18,,16.571428571428573,,,,,430.85201254090947,,,2.0
19 May,Nagpur,388,4.7041707080504365,228,6,13,0.15761396702230843,17.142857142857142,0.15761396702230843,8248,8248,1772.402692986245,446.5388937955161,2543.208762305069,8248.0,2.0
20 May,Nagpur,423,4.824911600319379,269,6,35,6.74373795761079,15.142857142857142,0.5475076993270218,519,8767,1883.9299720429692,464.37466289321964,2850.069946299293,4383.5,2.0
21 May,Nagpur,437,4.665812513346146,274,6,14,2.337228714524207,15.142857142857142,0.661968823403801,599,9366,2012.6483538444677,503.9141992062008,2661.612482459703,3122.0,2.0
22 May,Nagpur,460,4.911381592995943,283,7,23,,18.0,0.661968823403801,,9366,2012.6483538444677,631.7730258704607,,3122.0,1.6666666666666667
23 May,Nagpur,465,4.964766175528507,293,7,5,,16.142857142857142,0.661968823403801,,9366,2012.6483538444677,560.4299494796468,,3122.0,1.6666666666666667
24 May,Nagpur,471,5.028827674567585,306,7,6,,16.285714285714285,0.661968823403801,,9366,2012.6483538444677,653.4767930857384,,3122.0,1.6666666666666667
25 May,Nagpur,475,5.071535340593637,329,7,4,,14.285714285714286,0.661968823403801,,9366,2012.6483538444677,523.4690785783818,,3122.0,1.5
26 May,Nagpur,481,5.135596839632714,333,8,6,,13.285714285714286,4.382826475849732,,9366,2012.6483538444677,449.332447991542,,559.0,1.0
